"id","studyID","pubMedID","author","studyScore","ethnicity","cohort","title","lastUpdated"
"178","GCST000487","19754311","Le Clerc S 2009",NA,"European",2134,"Genomewide association study of a rapid progression cohort identifies new susceptibility alleles for AIDS (ANRS Genomewide Association Study 03).","2020-05-07"
"179","GCST000489","19767754","Gudmundsson J 2009","14.088","European",61543,"Genome-wide association and replication studies identify four variants associated with prostate cancer susceptibility.","2020-05-07"
"180","GCST000491","19779542","Nakanishi H 2009",NA,"East Asian",2741,"A genome-wide association analysis identified a novel susceptible locus for pathological myopia at 11q24.1.","2020-05-07"
"181","GCST000506","19836008","Landi MT 2009","14.25","European",32966,"A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.","2020-05-07"
"182","GCST000507","19838193","Han JW 2009","18","East Asian",12454,"Genome-wide association study in a Chinese Han population identifies nine new susceptibility loci for systemic lupus erythematosus.","2020-05-10"
"183","GCST000521","19897590","Schaefer AS 2009",NA,"European",1751,"A genome-wide association study identifies GLT6D1 as a susceptibility locus for periodontitis.","2020-05-07"
"184","GCST000527","19915572","Barrett JC 2009","15","European",14917,"Genome-wide association study of ulcerative colitis identifies three new susceptibility loci, including the HNF4A region.","2020-05-09"
"185","GCST000528","19915575","Simón-Sánchez J 2009","19","European",13625,"Genome-wide association study reveals genetic risk underlying Parkinson's disease.","2020-05-07"
"186","GCST000529","19915573","Asano K 2009","15","East Asian",2783,"A genome-wide association study identifies three new susceptibility loci for ulcerative colitis in the Japanese population.","2020-05-07"
"187","GCST000531","19915574","Imielinski M 2009","21.5","European",15389,"Common variants at five new loci associated with early-onset inflammatory bowel disease.","2020-05-09"
"188","GCST000539","19966805","Wallace C 2009",NA,"European",29835,"The imprinted DLK1-MEG3 gene region on chromosome 14q32.2 alters susceptibility to type 1 diabetes.","2020-05-09"
"189","GCST000546","20018961","Zhang FR 2009","40.772","East Asian",11140,"Genomewide association study of leprosy.","2020-05-09"
"190","GCST000547","20023658","Mangold E 2009","15","European",2372,"Genome-wide association study identifies two susceptibility loci for nonsyndromic cleft lip with or without cleft palate.","2020-05-07"
"191","GCST000551","20038947","Shyn SI 2009","26","European",7385,"Novel loci for major depression identified by genome-wide association study of Sequenced Treatment Alternatives to Relieve Depression and meta-analysis of three studies.","2020-05-09"
"192","GCST000557","20060832","Rauch A 2010","21.498","European",1362,"Genetic variation in IL28B is associated with chronic hepatitis C and treatment failure: a genome-wide association study.","2020-05-07"
"193","GCST000558","20112360","Kerkhof HJ 2010","0.5","European|Other",57530,"A genome-wide association study identifies an osteoarthritis susceptibility locus on chromosome 7q22.","2020-05-07"
"194","GCST000560","20072603","Guo Y 2010","3","East Asian",1606,"Genome-wide association study identifies ALDH7A1 as a novel susceptibility gene for osteoporosis.","2020-05-08"
"195","GCST000563","20062062","Reveille JD 2010","22","European",9609,"Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.","2020-05-09"
"196","GCST000567","20070850","Edwards TL 2010","13.386","European",3497,"Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.","2020-05-09"
"197","GCST000574","20101243","Petersen GM 2010","14.25","European|Other|East Asian",7785,"A genome-wide association study identifies pancreatic cancer susceptibility loci on chromosomes 13q22.1, 1q32.1 and 5p15.33.","2020-05-07"
"198","GCST000576","20159242","Li X 2010","3","European",3901,"Genome-wide association study of asthma identifies RAD50-IL13 and HLA-DR/DQ regions.","2020-05-07"
"199","GCST000578","20125088","Shi J 2010","9","European",2656,"Genome-wide association study of recurrent early-onset major depressive disorder.","2020-05-07"
"200","GCST000592","20169177","Yang W 2010",NA,"East Asian|South East Asian",7416,"Genome-wide association study in Asian populations identifies variants in ETS1 and WDFY4 associated with systemic lupus erythematosus.","2020-05-07"
"201","GCST000593","20159113","Jakkula E 2010",NA,"European",14917,"Genome-wide association study in a high-risk isolate for multiple sclerosis reveals associated variants in STAT3 gene.","2020-05-08"
"202","GCST000596","20064070","Herbeck JT 2010",NA,"European",746,"Multistage genomewide association study identifies a locus at 1q41 associated with rate of HIV-1 disease progression to clinical AIDS.","2020-05-07"
"203","GCST000601","20174558","Tsai FJ 2010",NA,"East Asian",5165,"A genome-wide association study identifies susceptibility variants for type 2 diabetes in Han Chinese.","2020-05-07"
"204","GCST000602","20173747","Ellinor PT 2010","9","European",18950,"Common variants in KCNN3 are associated with lone atrial fibrillation.","2020-05-07"
"205","GCST000607","20185149","Athanasiu L 2010","4","European",16949,"Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.","2020-05-09"
"206","GCST000612","20190752","Dubois PC 2010","13.508","European",25885,"Multiple common variants for celiac disease influencing immune gene expression.","2020-05-10"
"207","GCST000620","20208534","Rothenberg ME 2010","23.08","European",3455,"Common variants at 5q22 associate with pediatric eosinophilic esophagitis.","2020-05-09"
"208","GCST000623","20228798","Franke A 2010","3","European",10713,"Genome-wide association study for ulcerative colitis identifies risk loci at 7q22 and 22q13 (IL17REL).","2020-05-07"
"209","GCST000624","20228799","McGovern DP 2010","4.5","European",13073,"Genome-wide association identifies multiple ulcerative colitis susceptibility loci.","2020-05-08"
"210","GCST000629","20305777","Nakajima M 2010",NA,"East Asian|European",6693,"New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study.","2020-05-07"
"211","GCST000632","20304771","Newman AB 2010","9","European",9816,"A meta-analysis of four genome-wide association studies of survival to age 90 years or older: the Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium.","2020-05-07"
"212","GCST000633","20304703","Li Y 2010","2.25","European|Other",2272,"Genetic variants and risk of lung cancer in never smokers: a genome-wide association study.","2020-05-07"
"213","GCST000639","20348956","Kiemeney LA 2010",NA,"European",50288,"A sequence variant at 4p16.3 confers susceptibility to urinary bladder cancer.","2020-05-07"
"214","GCST000640","20350937","Takahashi M 2010","43.9","European",1928,"The FOXE1 locus is a major genetic determinant for radiation-related thyroid carcinoma in Chernobyl.","2020-05-07"
"215","GCST000645","20363506","Meguro A 2010","3","East Asian",660,"Genome-wide association study of normal tension glaucoma: common variants in SRBD1 and ELOVL5 contribute to disease susceptibility.","2020-05-07"
"216","GCST000646","20364137","Yasuno K 2010","27.25","European|East Asian",20072,"Genome-wide association study of intracranial aneurysm identifies three new risk loci.","2020-05-09"
"217","GCST000649","20383146","Köttgen A 2010","14.322","European",90075,"New loci associated with kidney function and chronic kidney disease.","2020-05-10"
"218","GCST000650","20383147","Radstake TR 2010","3","European",14789,"Genome-wide association study of systemic sclerosis identifies CD247 as a new susceptibility locus.","2020-05-10"
"219","GCST000652","20385819","Chen W 2010","33","European|East Asian",18211,"Genetic variants near TIMP3 and high-density lipoprotein-associated loci influence susceptibility to age-related macular degeneration.","2020-05-09"
"220","GCST000653","20385826","Neale BM 2010","18","European",12711,"Genome-wide association study of advanced age-related macular degeneration identifies a role of the hepatic lipase gene (LIPC).","2020-05-08"
"221","GCST000654","20386566","Lee MT 2010","4","East Asian",3409,"Genome-wide association study of bipolar I disorder in the Han Chinese population.","2020-05-07"
"222","GCST000661","20400778","Morrison AC 2010",NA,"European|African unspecified",2992,"Genomic variation associated with mortality among adults of European and African ancestry with heart failure: the cohorts for heart and aging research in genomic epidemiology consortium.","2020-05-10"
"223","GCST000662","20410501","Jin Y 2010","10","European",7622,"Variant of TYR and autoimmunity susceptibility loci in generalized vitiligo.","2020-05-07"
"224","GCST000663","20421936","Scherag A 2010","8.072","European",8525,"Two new Loci for body-weight regulation identified in a joint analysis of genome-wide association studies for early-onset extreme obesity in French and german study groups.","2020-05-09"
"225","GCST000666","20418890","Tobacco and Genetics Consortium 2010","52.074","European",143023,"Genome-wide meta-analyses identify multiple loci associated with smoking behavior.","2020-05-09"
"226","GCST000672","20436471","Albagha OM 2010","16","European",2437,"Genome-wide association study identifies variants at CSF1, OPTN and TNFRSF11A as genetic risk factors for Paget's disease of bone.","2020-05-07"
"227","GCST000673","20436469","Beaty TH 2010","6","Asian unspecified|South Asian|Other|European",9978,"A genome-wide association study of cleft lip with and without cleft palate identifies risk variants near MAFB and ABCA4.","2020-05-07"
"228","GCST000677","20453841","Kochi Y 2010","18","East Asian",27810,"A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.","2020-05-09"
"229","GCST000678","20453838","Turnbull C 2010","65.586","European",33355,"Genome-wide association study identifies five new breast cancer susceptibility loci.","2020-05-09"
"230","GCST000679","20453842","Stahl EA 2010","19","European",41282,"Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.","2020-05-09"
"231","GCST000680","20453840","Sanna S 2010","2","European",5534,"Variants within the immunoregulatory CBLB gene are associated with multiple sclerosis.","2020-05-07"
"232","GCST000681","20460270","Garcia-Barceló MM 2010",NA,"East Asian",976,"Genome-wide association study identifies a susceptibility locus for biliary atresia on 10q24.2.","2020-05-09"
"233","GCST000682","20460622","Seshadri S 2010","29.386","European|Hispanic or Latin American",45647,"Genome-wide analysis of genetic loci associated with Alzheimer disease.","2020-05-07"
"234","GCST000684","20732626","Mick E 2010","3","European",1467,"Family-based genome-wide association scan of attention-deficit/hyperactivity disorder.","2020-05-07"
"235","GCST000687","20512145","Bei JX 2010","15","East Asian",10331,"A genome-wide association study of nasopharyngeal carcinoma identifies three new susceptibility loci.","2020-05-08"
"236","GCST000691","20522523","Kasperaviciute D 2010","10.512","European",10380,"Common genetic variation and susceptibility to partial epilepsies: a genome-wide association study.","2020-05-07"
"237","GCST000692","20526339","Quan C 2010","3","East Asian",19909,"Genome-wide association study for vitiligo identifies susceptibility loci at 6q27 and the MHC.","2020-05-07"
"238","GCST000701","20543847","Turnbull C 2010","9","European",10046,"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer.","2020-05-07"
"239","GCST000706","20585627","Eriksson N 2010","247.002","European",9126,"Web-based, participant-driven studies yield novel genetic associations for common traits.","2020-05-09"
