studyID	pubMedID	trait	reportedTrait	citation	altmetricScore	ethnicity	initialSampleSize	replicationSampleSize	title	lastUpdated
GCST007210	30578281	Alloimmunization	Alloimmunization Response To Red Blood Cell Transfusion In Sickle Cell Anemia	Williams et al. 2018	7.2	African American or Afro-Caribbean	267	130	A locus on chromosome 5 shows African ancestry-limited association with alloimmunization in sickle cell disease.	2021-06-24
GCST004866	25608926	Alopecia Areata	Alopecia Areata	Betz et al. 2015	5.25	European	7565	3020	Genome-wide meta-analysis in alopecia areata resolves HLA associations and reveals two new susceptibility loci.	2021-06-24
GCST000719	20596022	Alopecia Areata	Alopecia Areata	Petukhova et al. 2010	79.654	European	4332	NA	Genome-wide association study in alopecia areata implicates both innate and adaptive immunity.	2021-06-24
GCST000237	18823527	Alzheimer's Disease	Alzheimer's Disease	Abraham et al. 2008	3.25	European	2321	1400	A genome-wide association study for late-onset Alzheimer's disease using DNA pooling.	2021-06-24
GCST012182	34099642	Alzheimer's Disease	Alzheimer's Disease	de et al. 2021	82.9	European	451469	58188	Common variants in Alzheimer's disease and risk stratification by polygenic risk scores.	2021-08-13
GCST002954	26049409	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Hirano et al. 2015	11.75	East Asian	8824	8239	A genome-wide association study of late-onset Alzheimer's disease in a Japanese population.	2021-06-24
GCST90013665	33223526	Alzheimer's Disease	Alzheimer's Disease	Hong et al. 2020	12.6	European	545	303	Genome-wide association study of Alzheimer's disease CSF biomarkers in the EMIF-AD Multimodal Biomarker Discovery dataset.	2021-06-25
GCST001743	23150908	Alzheimer's Disease	Alzheimer's Disease	Jonsson et al. 2012	265.28	European	12438	11764	Variant of TREM2 associated with the risk of Alzheimer's disease.	2021-06-24
GCST002813	25778476	Alzheimer's Disease	Alzheimer's Disease In Apoe E4+ Carriers	Jun et al. 2015	50.666	European	19559	1786	A novel Alzheimer disease locus located near the gene encoding tau protein.	2021-06-24
GCST002814	25778476	Alzheimer's Disease	Alzheimer's Disease (Apoe E4 Interaction)	Jun et al. 2015	50.666	European	53727	4219	A novel Alzheimer disease locus located near the gene encoding tau protein.	2021-06-24
GCST002817	25778476	Alzheimer's Disease	Alzheimer's Disease In Apoe E4- Carriers	Jun et al. 2015	50.666	European	34152	2417	A novel Alzheimer disease locus located near the gene encoding tau protein.	2021-06-24
GCST004246	28183528	Alzheimer's Disease	Alzheimer's Disease	Jun et al. 2017	32.73	European|African American or Afro-Caribbean|East Asian|Greater Middle Eastern (Middle Eastern North African or Persian)	33263	26287	Transethnic genome-wide scan identifies novel Alzheimer's disease loci.	2021-06-28
GCST004247	28183528	Alzheimer's Disease	Alzheimer's Disease (Apoe E4 Interaction)	Jun et al. 2017	32.73	European|African American or Afro-Caribbean|East Asian|Greater Middle Eastern (Middle Eastern North African or Persian)	33319	26303	Transethnic genome-wide scan identifies novel Alzheimer's disease loci.	2021-06-24
GCST004249	28183528	Alzheimer's Disease	Alzheimer's Disease In Apoe E4- Carriers	Jun et al. 2017	32.73	European|African American or Afro-Caribbean|East Asian|Greater Middle Eastern (Middle Eastern North African or Persian)	18720	14248	Transethnic genome-wide scan identifies novel Alzheimer's disease loci.	2021-06-24
GCST002245	24162737	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Lambert et al. 2013	563.344	European	54162	19884	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	2021-06-24
GCST009496	30979435	Alzheimer's Disease	Alzheimer's Disease (Onset Between Ages 58 And 79)	Lo et al. 2019	9.5	European	14895	NA	Identification of genetic heterogeneity of Alzheimer's disease across age.	2021-06-28
GCST009497	30979435	Alzheimer's Disease	Alzheimer's Disease (Onset At Age Over 80)	Lo et al. 2019	9.5	European	6559	NA	Identification of genetic heterogeneity of Alzheimer's disease across age.	2021-06-25
GCST001342	22159054	Alzheimer's Disease	Alzheimer's Disease	Logue et al. 2011	11.136	African American or Afro-Caribbean	1009	NA	A comprehensive genetic association study of Alzheimer disease in African Americans.	2021-06-24
GCST001947	23565137	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Miyashita et al. 2013	12	East Asian|European	1735	26109	SORL1 is genetically associated with late-onset Alzheimer's disease in Japanese, Koreans and Caucasians.	2021-06-24
GCST009020	31473137	Alzheimer's Disease	Alzheimer's Disease	Moreno-Grau et al. 2019	45.4	European	7409	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-24
GCST009022	31473137	Alzheimer's Disease	Alzheimer’s Disease (Clinical Subgroup Ad+)	Moreno-Grau et al. 2019	45.4	European	7086	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-24
GCST009023	31473137	Alzheimer's Disease	Alzheimer’s Disease (Clinical Subgroup Ad++)	Moreno-Grau et al. 2019	45.4	European	5900	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-28
GCST009024	31473137	Alzheimer's Disease	Alzheimer’s Disease (Clinical Subgroup Ad+++)	Moreno-Grau et al. 2019	45.4	European	5143	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-24
GCST009025	31473137	Alzheimer's Disease	Alzheimer’s Disease And/Or Vascular Dementia (Clinical Subgroup Vad+)	Moreno-Grau et al. 2019	45.4		4457	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-28
GCST009026	31473137	Alzheimer's Disease	Alzheimer’s Disease And/Or Vascular Dementia (Clinical Subgroup Vad++)	Moreno-Grau et al. 2019	45.4	European	3662	NA	Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.	2021-06-24
GCST007318	30514930	Alzheimer's Disease	Alzheimer's Disease With Visuospatial Domain Impairment	Mukherjee et al. 2018	164.406	European	3944	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-24
GCST007330	30514930	Alzheimer's Disease	Alzheimer's Disease With Memory Domain Impairment	Mukherjee et al. 2018	164.406	European	4554	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-24
GCST007332	30514930	Alzheimer's Disease	Alzheimer's Disease With Multiple Cognitive Domain Impairments	Mukherjee et al. 2018	164.406	European	3695	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-24
GCST007333	30514930	Alzheimer's Disease	Alzheimer's Disease With No Specific Cognitive Domain Impairment	Mukherjee et al. 2018	164.406	European	5031	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-25
GCST007334	30514930	Alzheimer's Disease	Alzheimer's Disease With Language Domain Impairment	Mukherjee et al. 2018	164.406	European	3957	NA	Genetic data and cognitively defined late-onset Alzheimer's disease subgroups.	2021-06-24
GCST000808	20885792	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Naj et al. 2010	3	Other	2035	3341	Dementia revealed: novel chromosome 6 locus for late-onset Alzheimer disease provides genetic evidence for folate-pathway abnormalities.	2021-06-24
GCST001026	21460841	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Naj et al. 2011	61.526	European	15675	38754	Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease.	2021-06-24
GCST007600	30636644	Alzheimer's Disease	Alzheimer's Disease	Nazarian et al. 2019	17	European	17480	NA	Genome-wide analysis of genetic predisposition to Alzheimer's disease and related sex disparities.	2021-06-28
GCST008437	31055733	Alzheimer's Disease	Alzheimer's Disease In Hypertension-Negative Individuals	Nazarian et al. 2019	0.25	European	4806	NA	Genetic heterogeneity of Alzheimer's disease in subjects with and without hypertension.	2021-06-24
GCST002422	24755620	Alzheimer's Disease	Alzheimer's Disease	Pérez-Palma et al. 2014	0.25	European	4569	NA	Overrepresentation of glutamate signaling in Alzheimer's disease: network-based pathway enrichment using meta-analysis of genome-wide association studies.	2021-06-24
GCST000046	17553421	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Reiman et al. 2007	19		736	675	GAB2 alleles modify Alzheimer's risk in APOE epsilon4 carriers.	2021-06-24
GCST001963	23571587	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Reitz et al. 2013	324.57	African American or Afro-Caribbean	5896	NA	Variants in the ATP-binding cassette transporter (ABCA7), apolipoprotein E ϵ4,and the risk of late-onset Alzheimer disease in African Americans.	2021-06-24
GCST000682	20460622	Alzheimer's Disease	Alzheimer's Disease	Seshadri et al. 2010	29.386	European|Hispanic or Latin American	25610	20037	Genome-wide analysis of genetic loci associated with Alzheimer disease.	2021-06-24
GCST002983	26339675	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Tosto et al. 2015	2.5	Hispanic or Latin American	4514	786	F-box/LRR-repeat protein 7 is genetically associated with Alzheimer's disease.	2021-06-24
GCST000980	21379329	Alzheimer's Disease	Alzheimer's Disease (Late Onset)	Wijsman et al. 2011	5.232	European|Hispanic or Latin American	3839	1190	Genome-wide association of familial late-onset Alzheimer's disease replicates BIN1 and CLU and nominates CUGBP2 in interaction with APOE.	2021-06-24
GCST008739	30098192	Amblyopia (Disease)	Amblyopia	Shaaban et al. 2018	39.202	European	2086	225	Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.	2021-06-24
GCST007109	30228239	Amebiasis	Diarrhoea-Associated Entamoeba Histolytica Infection	Wojcik et al. 2018	20.2	South Asian	744	NA	Genome-Wide Association Study Reveals Genetic Link between Diarrhea-Associated Entamoeba histolytica Infection and Inflammatory Bowel Disease.	2021-06-24
GCST009153	31371054	Amenorrhea	Adverse Response To Chemotherapy (Amenorrhea) In Breast Cancer	Ruddy et al. 2019	6.45	European	1168	NA	Genetic predictors of chemotherapy-related amenorrhea in women with breast cancer.	2021-06-25
GCST90013667	33223526	Amyloid-Beta Measurement	Amyloid Status (Abnormal Vs Normal)	Hong et al. 2020	12.6	European	871	618	Genome-wide association study of Alzheimer's disease CSF biomarkers in the EMIF-AD Multimodal Biomarker Discovery dataset.	2021-06-25
GCST90013668	33223526	Amyloid-Beta Measurement	Central Cerebrospinal Fluid Amyloid Beta 42 To 40 Ratio (Abnormal Vs Normal)	Hong et al. 2020	12.6	European	677	NA	Genome-wide association study of Alzheimer's disease CSF biomarkers in the EMIF-AD Multimodal Biomarker Discovery dataset.	2021-06-25
GCST001664	22959728	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Ahmeti et al. 2012	8.456	European	9355	NA	Age of onset of amyotrophic lateral sclerosis is modulated by a locus on 1p34.1.	2021-06-24
GCST003175	26580837	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Chen et al. 2015	1.25	East Asian	470	NA	A genome-wide association study on amyotrophic lateral sclerosis in the Taiwanese Han population.	2021-06-24
GCST000260	18987618	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Cronin et al. 2008	3	European	1890	713	Screening for replication of genome-wide SNP associations in sporadic ALS.	2021-06-24
GCST001981	23624525	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Deng et al. 2013	14.25	East Asian	2365	2483	Genome-wide association analyses in Han Chinese identify two new susceptibility loci for amyotrophic lateral sclerosis.	2021-06-24
GCST002509	24931836	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Diekstra et al. 2014	5.6	European	17394	NA	C9orf72 and UNC13A are shared risk loci for amyotrophic lateral sclerosis and frontotemporal dementia: a genome-wide meta-analysis.	2021-06-24
GCST000781	20801718	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Laaksovirta et al. 2010	17.232	European	902	NA	Chromosome 9p21 in amyotrophic lateral sclerosis in Finland: a genome-wide association study.	2021-06-24
GCST000406	19451621	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Landers et al. 2009	18	European|Other	4079	1094	Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.	2021-06-24
GCST010857	32968195	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Nakamura et al. 2020	11.5	East Asian|European	75426.925	5762	A multi-ethnic meta-analysis identifies novel genes, including ACSL5, associated with amyotrophic lateral sclerosis.	2021-06-24
GCST000820	20801717	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	Shatunov et al. 2010	11.232	European	13844	NA	Chromosome 9p21 in sporadic amyotrophic lateral sclerosis in the UK and seven other countries: a genome-wide association study.	2021-06-24
GCST000127	18084291	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	van et al. 2007	NA	European	1458	2225	Genetic variation in DPP6 is associated with susceptibility to amyotrophic lateral sclerosis.	2021-06-24
GCST004692	27455348	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis	van et al. 2016	348.868	European	36052	5346	Genome-wide association analyses identify new risk variants and the genetic architecture of amyotrophic lateral sclerosis.	2021-06-24
GCST001548	22693459	Androgenetic Alopecia	Male-Pattern Baldness	Li et al. 2012	24.2	European	12806	NA	Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.	2021-06-24
GCST000250	18849991	Androgenetic Alopecia	Male-Pattern Baldness	Richards et al. 2008	32.826	European	1125	3836	Male-pattern baldness susceptibility locus at 20p11.	2021-06-24
GCST002263	24236485	Angioedema	Acute Urticaria And Angioedema (Non-Steroidal Anti-Inflammatory Drug-Induced)	Cornejo-García et al. 2013	NA	European|East Asian	457	NA	Genome-wide association study in NSAID-induced acute urticaria/angioedema in Spanish and Han Chinese populations.	2021-06-24
GCST010247	32080354	Angioedema	Angioedema In Response To Angiotensin-Converting Enzyme Inhibitor And/Or Angiotensin Receptor Blocker	Rasmussen et al. 2020	9.1	European	5063	NA	Genome-wide association study of angioedema induced by angiotensin-converting enzyme inhibitor and angiotensin receptor blocker treatment.	2021-06-25
