"studyID","pubMedID","trait","citation","studyScore","ethnicity","cohort","title","lastUpdated"
"GCST009023","31473137","Alzheimer's disease","Moreno-Grau S 2019","43.5","European",5900,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"GCST009024","31473137","Alzheimer's disease","Moreno-Grau S 2019","43.5","European",5143,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"GCST009025","31473137","Alzheimer's disease","Moreno-Grau S 2019","43.5","",4457,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"GCST009026","31473137","Alzheimer's disease","Moreno-Grau S 2019","43.5","European",3662,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"GCST009496","30979435","Alzheimer's disease","Lo MT 2019","9.5","European",14895,"Identification of genetic heterogeneity of Alzheimer's disease across age.","2020-05-10"
"GCST009497","30979435","Alzheimer's disease","Lo MT 2019","9.5","European",6559,"Identification of genetic heterogeneity of Alzheimer's disease across age.","2020-05-10"
"GCST008739","30098192","amblyopia (disease)","Shaaban S 2018","39.202","European",2311,"Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.","2020-05-10"
"GCST007109","30228239","amebiasis","Wojcik GL 2018","19.7","South Asian",744,"Genome-Wide Association Study Reveals Genetic Link between Diarrhea-Associated Entamoeba histolytica Infection and Inflammatory Bowel Disease.","2020-05-09"
"GCST009153","31371054","amenorrhea","Ruddy KJ 2019","8.15","European",1168,"Genetic predictors of chemotherapy-related amenorrhea in�women with breast cancer.","2020-05-10"
"GCST000127","18084291","amyotrophic lateral sclerosis","van Es MA 2007",NA,"European",3683,"Genetic variation in DPP6 is associated with susceptibility to amyotrophic lateral sclerosis.","2020-05-08"
"GCST000260","18987618","amyotrophic lateral sclerosis","Cronin S 2008","3","European",2603,"Screening for replication of genome-wide SNP associations in sporadic ALS.","2020-05-07"
"GCST000406","19451621","amyotrophic lateral sclerosis","Landers JE 2009","18","European|Other",5173,"Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.","2020-05-10"
"GCST000781","20801718","amyotrophic lateral sclerosis","Laaksovirta H 2010","17.232","European",902,"Chromosome 9p21 in amyotrophic lateral sclerosis in Finland: a genome-wide association study.","2020-05-07"
"GCST000820","20801717","amyotrophic lateral sclerosis","Shatunov A 2010","8.232","European",13844,"Chromosome 9p21 in sporadic amyotrophic lateral sclerosis in the UK and seven other countries: a genome-wide association study.","2020-05-07"
"GCST001664","22959728","amyotrophic lateral sclerosis","Ahmeti KB 2012","8.456","European",9355,"Age of onset of amyotrophic lateral sclerosis is modulated by a locus on 1p34.1.","2020-05-07"
"GCST001981","23624525","amyotrophic lateral sclerosis","Deng M 2013","14.25","East Asian",4848,"Genome-wide association analyses in Han Chinese identify two new susceptibility loci for amyotrophic lateral sclerosis.","2020-05-07"
"GCST002509","24931836","amyotrophic lateral sclerosis","Diekstra FP 2014","5.6","European",17394,"C9orf72 and UNC13A are shared risk loci for amyotrophic lateral sclerosis and frontotemporal dementia: a genome-wide meta-analysis.","2020-05-08"
"GCST003175","26580837","amyotrophic lateral sclerosis","Chen CJ 2015","1.25","East Asian",470,"A genome-wide association study on amyotrophic lateral sclerosis in the Taiwanese Han population.","2020-05-08"
"GCST004692","27455348","amyotrophic lateral sclerosis","van Rheenen W 2016","350.468","European",41398,"Genome-wide association analyses identify new risk variants and the genetic architecture of amyotrophic lateral sclerosis.","2020-05-09"
"GCST000250","18849991","androgenetic alopecia","Richards JB 2008","33.326","European",4961,"Male-pattern baldness susceptibility locus at 20p11.","2020-05-07"
"GCST000251","18849994","androgenetic alopecia","Hillmer AM 2008","27.58","European",1196,"Susceptibility variants for male-pattern baldness on chromosome 20p11.","2020-05-07"
"GCST001548","22693459","androgenetic alopecia","Li R 2012","23.7","European",12806,"Six novel susceptibility Loci for early-onset androgenetic alopecia and their unexpected association with common diseases.","2020-05-07"
"GCST002263","24236485","angioedema","Cornejo-Garc�a JA 2013",NA,"European|East Asian",457,"Genome-wide association study in NSAID-induced acute urticaria/angioedema in Spanish and Han Chinese populations.","2020-05-08"
"GCST004952","28957384","ankle injury","Kim SK 2017","5.35","European|East Asian|Hispanic or Latin American",99342,"Two genetic loci associated with ankle injury.","2020-05-08"
"GCST000563","20062062","ankylosing spondylitis","Reveille JD 2010","22","European",9609,"Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.","2020-05-09"
"GCST001345","22138694","ankylosing spondylitis","Lin Z 2011","4.25","East Asian",11664,"A genome-wide association study in Han Chinese identifies new susceptibility loci for ankylosing spondylitis.","2020-05-09"
"GCST005529","23749187","ankylosing spondylitis","Cortes A 2013","27.4","European|East Asian",25764,"Identification of multiple risk variants for ankylosing spondylitis through high-density genotyping of immune-related loci.","2020-05-09"
"GCST007361","25200001","ankylosing spondylitis","Robinson PC 2014","8.6","European",2930,"Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.","2020-05-09"
"GCST007844","30946743","ankylosing spondylitis","Li Z 2019","1.25","Other|Greater Middle Eastern (Middle Eastern North African or Persian)",3004,"Genome-wide association study in Turkish and Iranian populations identify rare familial Mediterranean fever gene (MEFV) polymorphisms associated with ankylosing spondylitis.","2020-05-09"
"GCST002354","24514567","anorexia nervosa","Boraska V 2014","35.3","European|East Asian",29952,"A genome-wide association study of anorexia nervosa.","2020-05-07"
"GCST004367","28494655","anorexia nervosa","Duncan L 2017","626.186","European",14477,"Significant Locus and Metabolic Genetic Correlations Revealed in Genome-Wide Association Study of Anorexia Nervosa.","2020-05-09"
"GCST008465","31308545","anorexia nervosa","Watson HJ 2019","1545.94","European",72517,"Genome-wide association study identifies eight risk loci and implicates metabo-psychiatric origins for anorexia nervosa.","2020-05-10"
"GCST007362","25200001","anterior uveitis","Robinson PC 2014","8.6","European",11001,"Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.","2020-05-09"
"GCST001953","23563607","anthropometric measurement","Berndt SI 2013","38.164","European",338135,"Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.","2020-05-09"
"GCST001954","23563607","anthropometric measurement","Berndt SI 2013","38.164","European",16958,"Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.","2020-05-08"
"GCST001956","23563607","anthropometric measurement","Berndt SI 2013","38.164","European",25899,"Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.","2020-05-08"
"GCST004174","28118524","anti-citrullinated protein antibody seropositivity","Saxena R 2017","7.1","Greater Middle Eastern (Middle Eastern North African or Persian)",1168,"A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.","2020-05-08"
"GCST005706","29521573","anti-drug antibody measurement","Buck D 2018","2","European|Hispanic or Latin American|Asian unspecified|African unspecified",941,"Effect of HLA-DRB1 alleles and genetic variants on the development of neutralizing antibodies to interferon beta in the BEYOND and BENEFIT trials.","2020-05-09"
"GCST002014","23652523","anti-Helicobacter pylori serum IgG measurement","Mayerle J 2013","31.95","European",10485,"Identification of genetic loci associated with Helicobacter pylori serologic status.","2020-05-07"
"GCST008435","31243853","Anti-hepatitis B virus surface antigen IgG measurement","Chung S 2019",NA,"East Asian",9477,"GWAS identifying HLA-DPB1 gene variants associated with responsiveness to hepatitis B virus vaccination in Koreans: Independent association of HLA-DPB1*04:02 possessing rs1042169 G - rs9277355 C - rs9277356 A.","2020-05-08"
"GCST003976","28029757","anti-neutrophil antibody associated vasculitis","Merkel PA 2016","6.75","European",6515,"Identification of Functional and Expression Polymorphisms Associated With Risk for Antineutrophil Cytoplasmic Autoantibody-Associated Vasculitis.","2020-05-08"
"GCST003977","28029757","anti-neutrophil antibody associated vasculitis","Merkel PA 2016","6.75","European",5101,"Identification of Functional and Expression Polymorphisms Associated With Risk for Antineutrophil Cytoplasmic Autoantibody-Associated Vasculitis.","2020-05-08"
"GCST007737","30854688","antinuclear antibody measurement","Wang C 2019","0.75","East Asian",2174,"Genome Wide Association Studies of Specific Antinuclear Autoantibody Sub-phenotypes in Primary Biliary Cholangitis.","2020-05-08"
"GCST004227","28424481","antiphospholipid syndrome","Sugiura-Ogasawara M 2017","0.25","East Asian",534,"The first genome-wide association study identifying new susceptibility loci for obstetric antiphospholipid syndrome.","2020-05-08"
"GCST002200","24047446","anxiety","Schosser A 2013","1","European",2668,"Genome-wide association study of co-occurring anxiety in major depression.","2020-05-07"
"GCST002202","24047446","anxiety","Schosser A 2013","1","European",1522,"Genome-wide association study of co-occurring anxiety in major depression.","2020-05-07"
"GCST002696","25390645","anxiety disorder","Otowa T 2014","4.25","African American or Afro-Caribbean|European",2294,"Genome-wide and gene-based association studies of anxiety disorders in European and African American samples.","2020-05-08"
"GCST003370","26754954","anxiety disorder","Otowa T 2016","21.3","European",21761,"Meta-analysis of genome-wide association studies of anxiety disorders.","2020-05-08"
"GCST008559","31116379","anxiety disorder","Meier SM 2019","57.2","European",31880,"Genetic Variants Associated With Anxiety and Stress-Related Disorders: A Genome-Wide Association Study and Mouse-Model Study.","2020-05-10"
"GCST005561","29511194","aortic stenosis","Helgadottir A 2018","26.6","European",808380,"Genome-wide analysis yields new loci associating with aortic valve stenosis.","2020-05-09"
"GCST005785","29511167","aortic stenosis","Th�riault S 2018","26.65","European",355612,"A transcriptome-wide association study identifies PALMD as a susceptibility gene for calcific aortic valve stenosis.","2020-05-09"
"GCST009870","32141789","aortic stenosis","Th�riault S 2019","8.65","European",359187,"Genetic Association Analyses Highlight IL6, ALPL, and NAV1 As 3 New Susceptibility Genes Underlying Calcific Aortic Valve Stenosis.","2020-05-10"
